RIN,Primary Key,Date  Occurred,Time  Occurred,Location,Area  Command,Nature of Contact,Reason Desc,R2R Level,Master Subject ID,Subject  Sex,Subject  Race,Subject  Ethnicity,Subject Conduct Desc,Subject Resistance,Weapon Used 1,Weapon Used 2,Weapon Used 3,Weapon Used 4,Weapon Used 5,Number  Shots,Effect on Officer,Officer  Organization Desc,Officer  Commission Date,Officer Yrs of Service,X-Coordinate,Y-Coordinate,Council District,CENSUS_TRACT,ZIP,COUNTY,county description
198007,2018230765,1/23/2018 0:00,1450,2002 CORNELL ST,CH,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,31523111: 2018230765,M,B,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE; AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,CHARLIE 200 REG III PATROL,1/4/2008 0:00,10,3122224,10071142,1,8.04,78702,1,TRAVIS COUNTY
198013,2018231569,1/23/2018 0:00,2232,1505 TOWN CREEK DR,HE,5-VIEWED OFFENSE [non MV-Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,203887025: 2018231569,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,MINOR INJURY,HENRY 500 REG III PATROL,10/28/2016 0:00,1,3119554,10061293,3,-,78741,1,TRAVIS COUNTY
198014,2018231569,1/23/2018 0:00,2232,1505 TOWN CREEK DR,HE,5-VIEWED OFFENSE [non MV-Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,203887025: 2018231569,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,HENRY 700 REG III PATROL,5/17/2013 0:00,5,3119554,10061293,3,-,78741,1,TRAVIS COUNTY
197975,2018220397,1/22/2018 0:00,,7202 CREEKSIDE DR,ID,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,167523062: 2018220397,M,W,H,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,IDA 100 REG I PATROL,10/7/2011 0:00,6,3132136,10091609,1,18.11,78752,1,TRAVIS COUNTY
197983,2018221475,1/22/2018 0:00,,500 SAN JACINTO BLVD,GE,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459346732: 2018221475,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 600 REG I EVENING,3/22/2013 0:00,5,3114905,10070325,9,-,78701,1,TRAVIS COUNTY
197967,2018220018,1/22/2018 0:00,15,2413 LEON ST,BA,1-TRAFFIC STOP [Motor Vehicle Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,170001863: 2018220018,F,B,N,NO CONTRIBUTING CHARACTERISTICS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,BAKER 800 NIGHT REG I PATROL,10/28/2016 0:00,1,3112224,10078404,9,6.03,78705,1,TRAVIS COUNTY
197990,2018220397,1/22/2018 0:00,820,7202 CREEKSIDE DR,ID,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",3,167523062: 2018220397,M,W,H,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,IDA 100 REG I PATROL,1/4/2008 0:00,10,3132136,10091609,1,18.11,78752,1,TRAVIS COUNTY
197988,2018220397,1/22/2018 0:00,1008,7202 CREEKSIDE DR,ID,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",3,167523062: 2018220397,M,W,H,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,IDA 100 REG I PATROL,5/10/2002 0:00,16,3132136,10091609,1,18.11,78752,1,TRAVIS COUNTY
198201,20185002589,1/22/2018 0:00,600,6800 TRENDAL LN,FR,3-TACTICAL OPERATION [non-MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,2,213720899: 20185002589,M,W,H,NO CONTRIBUTING CHARACTERISTICS,PASSIVE RESISTANCE; DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,,SWAT SPECIAL OPERATIONS,1/4/2008 0:00,10,3109402,10039546,2,24.27,78744,1,TRAVIS COUNTY
197984,2018220954,1/22/2018 0:00,1509,13000 BLOCK MC CALLEN PASS,ED,1-TRAFFIC STOP [Motor Vehicle Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459152078: 2018220954,M,B,N,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,METRO TAC REGION 2,10/7/2011 0:00,6,3138152,10122290,7,18.39,78753,1,TRAVIS COUNTY
197987,2018220397,1/22/2018 0:00,1415,7202 CREEKSIDE DR,ID,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,167523062: 2018220397,M,W,H,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,EDWARD 100 REG II PATROL,12/22/2017 0:00,0,3132136,10091609,1,18.11,78752,1,TRAVIS COUNTY
197982,2018220954,1/22/2018 0:00,2242,13000 BLOCK MC CALLEN PASS,ED,1-TRAFFIC STOP [Motor Vehicle Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459152078: 2018220954,M,B,N,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,MINOR INJURY,EDWARD 400 REG II PATROL,11/30/2012 0:00,5,3138152,10122290,7,18.39,78753,1,TRAVIS COUNTY
197985,2018221475,1/22/2018 0:00,2019,500 SAN JACINTO BLVD,GE,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459346732: 2018221475,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 600 REG I EVENING,5/30/2014 0:00,4,3114905,10070325,9,-,78701,1,TRAVIS COUNTY
197989,2018220397,1/22/2018 0:00,806,7202 CREEKSIDE DR,ID,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,167523062: 2018220397,M,W,H,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,MINOR INJURY; COMPLAINT OF INJURY/PAIN,IDA 100 REG I PATROL,10/7/2011 0:00,6,3132136,10091609,1,18.11,78752,1,TRAVIS COUNTY
197991,2018220397,1/22/2018 0:00,1251,7202 CREEKSIDE DR,ID,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,167523062: 2018220397,M,W,H,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,IDA 100 REG I PATROL,1/2/2009 0:00,9,3132136,10091609,1,18.11,78752,1,TRAVIS COUNTY
197971,2018211085,1/21/2018 0:00,,1770 CRICKET HOLLOW DR,ED,4-DISPATCHED CALL [non MV Stop],TO RESTRAIN FOR SUBJECTS SAFETY,3,174329302: 2018211085,F,W,H,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,EDWARD 300 REG II PATROL,7/8/2016 0:00,2,3126254,10114689,4,18.43,78758,1,TRAVIS COUNTY
198004,2018211085,1/21/2018 0:00,,1770 CRICKET HOLLOW DR,ED,4-DISPATCHED CALL [non MV Stop],TO RESTRAIN FOR SUBJECTS SAFETY,3,174329302: 2018211085,F,W,H,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,,EDWARD 300 REG II PATROL,3/20/2015 0:00,3,3126254,10114689,4,18.43,78758,1,TRAVIS COUNTY
197968,2018211498,1/21/2018 0:00,2310,9024 NORTHGATE BLVD,ED,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",3,458812205: 2018211498,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,IDA 700 REG I PATROL,7/8/2016 0:00,2,3121526,10108096,4,-,78758,1,TRAVIS COUNTY
197969,2018211498,1/21/2018 0:00,2310,9024 NORTHGATE BLVD,ED,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",3,458812205: 2018211498,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,EDWARD 300 REG II PATROL,3/21/2014 0:00,4,3121526,10108096,4,-,78758,1,TRAVIS COUNTY
197970,2018211498,1/21/2018 0:00,2310,9024 NORTHGATE BLVD,ED,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",3,458812205: 2018211498,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,EDWARD 800 REG II PATROL,3/22/2013 0:00,5,3121526,10108096,4,-,78758,1,TRAVIS COUNTY
197965,2018211213,1/21/2018 0:00,1854,N LAMAR BLVD / W 29TH ST,BA,5-VIEWED OFFENSE [non MV-Stop],NECESSARY TO EFFECT ARREST / DETENTION,2,459630261: 2018211213,F,B,N,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE; AGGRESSIVE RESISTANCE,CED - DRIVE STUN-ENTER # CYCLES (use #shots field),CED - PRONGS-ENTER # CYCLES (use #shots field),WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,9,MINOR INJURY,METRO TAC REGION 3,10/7/2011 0:00,6,3112269,10081644,9,-,78705,1,TRAVIS COUNTY
197964,2018210223,1/21/2018 0:00,223,314 E 6TH ST,GE,5-VIEWED OFFENSE [non MV-Stop],NECESSARY TO DEFEND ANOTHER,3,459569751: 2018210223,F,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,AGGRESSIVE RESISTANCE,CHEMICAL AGENT - O C SPRAY,,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 400 REG I EVENING,12/12/2014 0:00,3,3115291,10070580,9,-,78701,1,TRAVIS COUNTY
197963,2018210394,1/21/2018 0:00,646,2900 CENTRUM DR,ED,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459630239: 2018210394,M,B,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,ADAM 100 REG II PATROL,4/23/2010 0:00,8,3145181,10106405,1,18.42,78754,1,TRAVIS COUNTY
197973,2018210394,1/21/2018 0:00,646,2900 CENTRUM DR,ED,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459630239: 2018210394,M,B,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,ADAM 100 REG II PATROL,4/20/2000 0:00,18,3145181,10106405,1,18.42,78754,1,TRAVIS COUNTY
197974,2018210394,1/21/2018 0:00,646,2900 CENTRUM DR,ED,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,2,459630239: 2018210394,M,B,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE,CED - PRONGS-ENTER # CYCLES (use #shots field),,,,,3,NO COMPLAINT OF INJURY/PAIN,ADAM 100 REG II PATROL,4/23/2010 0:00,8,3145181,10106405,1,18.42,78754,1,TRAVIS COUNTY
197966,2018210461,1/21/2018 0:00,810,100 BLOCK E SLAUGHTER LN,FR,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,2,459419842: 2018210461,F,B,N,EDP/MENTALLY UNSTABLE,PASSIVE RESISTANCE,CED - PRONGS-ENTER # CYCLES (use #shots field),,,,,2,NO COMPLAINT OF INJURY/PAIN,FRANK 100 REG IV PATROL,4/27/2007 0:00,11,3102469,10033741,2,24.29,78744,1,TRAVIS COUNTY
197962,2018210218,1/21/2018 0:00,217,E 7TH ST / TRINITY ST,GE,5-VIEWED OFFENSE [non MV-Stop],NECESSARY TO DEFEND ANOTHER,3,1149799: 2018210218,,,,NO CONTRIBUTING CHARACTERISTICS,AGGRESSIVE RESISTANCE,CHEMICAL AGENT - O C SPRAY,,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 900 REG I NIGHTS,3/21/2014 0:00,4,3115529,10070760,9,-,78701,1,TRAVIS COUNTY
197977,2018200381,1/20/2018 0:00,639,5913 AVERY ISLAND AVE,AD,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,183108193: 2018200381,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,ADAM 200 REG II PATROL,3/22/2013 0:00,5,3112078,10131423,6,17.86,78727,1,TRAVIS COUNTY
197976,2018200381,1/20/2018 0:00,639,5913 AVERY ISLAND AVE,AD,4-DISPATCHED CALL [non MV Stop],TO RESTRAIN FOR SUBJECTS SAFETY,3,183108193: 2018200381,M,W,N,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,ADAM 200 REG II PATROL,6/18/2004 0:00,14,3112078,10131423,6,17.86,78727,1,TRAVIS COUNTY
197957,2018190598,1/19/2018 0:00,,1301 SHOAL CREEK BLVD,BA,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459127482: 2018190598,M,B,N,EDP/MENTALLY UNSTABLE,AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,BAKER 200 REG I PATROL,12/22/2017 0:00,0,3112202,10074333,9,-,78701,1,TRAVIS COUNTY
197954,2018190691,1/19/2018 0:00,,10615 GOLDEN QUAIL DR,ED,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,288636391: 2018190691,M,W,N,NO CONTRIBUTING CHARACTERISTICS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,EDWARD 200 REG II PATROL,1/8/1993 0:00,25,3126429,10111906,4,-,78758,1,TRAVIS COUNTY
197972,2018190598,1/19/2018 0:00,1030,1301 SHOAL CREEK BLVD,BA,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459127482: 2018190598,M,B,N,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,BAKER 200 REG I PATROL,12/22/2017 0:00,0,3112202,10074333,9,-,78701,1,TRAVIS COUNTY
197953,2018190096,1/19/2018 0:00,142,3848 AIRPORT BLVD,CH,6-SELF-INITIATED SUBJECT STOP [non-MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,164757777: 2018190096,M,B,N,NO CONTRIBUTING CHARACTERISTICS,DEFENSIVE RESISTANCE,CED - PRONGS MISSED-ENTER # CYCLES (use #shots field),WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,1,NO COMPLAINT OF INJURY/PAIN,CHARLIE 400 REG III PATROL,4/23/2010 0:00,8,3125168,10078793,9,-,78722,1,TRAVIS COUNTY
197956,2018190096,1/19/2018 0:00,113,3848 AIRPORT BLVD,CH,6-SELF-INITIATED SUBJECT STOP [non-MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,164757777: 2018190096,M,B,N,NO CONTRIBUTING CHARACTERISTICS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,CHARLIE 400 REG III PATROL,4/23/2010 0:00,8,3125168,10078793,9,-,78722,1,TRAVIS COUNTY
197959,2018191572,1/19/2018 0:00,2120,300 BLOCK E 6TH ST,GE,6-SELF-INITIATED SUBJECT STOP [non-MV Stop],TO RESTRAIN FOR SUBJECTS SAFETY,3,459184060: 2018191572,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE; PREPARATORY RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 700 REG 1 EVENING,11/30/2012 0:00,5,3115154,10070604,9,-,78701,1,TRAVIS COUNTY
198037,2018190113,1/19/2018 0:00,204,W US 290 HWY SVRD WB / BOSTON LN,DA,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",3,459629813: 2018190113,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,DAVID 800 REG IV PATROL,10/28/2016 0:00,1,3086679,10058816,8,19.15,78735,1,TRAVIS COUNTY
197946,2018190113,1/19/2018 0:00,205,W US 290 HWY SVRD WB / BOSTON LN,DA,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",3,459629813: 2018190113,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,DAVID 800 REG IV PATROL,10/7/2011 0:00,6,3086679,10058816,8,19.15,78735,1,TRAVIS COUNTY
197951,2018190113,1/19/2018 0:00,205,W US 290 HWY SVRD WB / BOSTON LN,DA,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",3,459629813: 2018190113,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,COMPLAINT OF INJURY/PAIN,DAVID 300 REG IV PATROL,12/22/2017 0:00,0,3086679,10058816,8,19.15,78735,1,TRAVIS COUNTY
197958,2018190598,1/19/2018 0:00,1022,1301 SHOAL CREEK BLVD,BA,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459127482: 2018190598,M,B,N,EDP/MENTALLY UNSTABLE,AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,COMPLAINT OF INJURY/PAIN,BAKER 200 REG I PATROL,2/8/2002 0:00,16,3112202,10074333,9,-,78701,1,TRAVIS COUNTY
197955,2018190691,1/19/2018 0:00,1248,10615 GOLDEN QUAIL DR,ED,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,288636391: 2018190691,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,METRO TAC REGION 2,4/20/2000 0:00,18,3126429,10111906,4,-,78758,1,TRAVIS COUNTY
197952,2018190113,1/19/2018 0:00,347,W US 290 HWY SVRD WB / BOSTON LN,DA,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",3,459629813: 2018190113,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,DAVID 800 REG IV PATROL,12/12/2014 0:00,3,3086679,10058816,8,19.15,78735,1,TRAVIS COUNTY
197941,2018181027,1/18/2018 0:00,1610,MANOR RD / ROGGE LN,ID,4-DISPATCHED CALL [non MV Stop],TO RESTRAIN FOR SUBJECTS SAFETY,3,380830102: 2018181027,M,B,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,IDA 400 REG I PATROL,12/22/2017 0:00,0,3133403,10084476,1,-,78723,1,TRAVIS COUNTY
197950,2018181563,1/18/2018 0:00,2330,928 SUGAREE AVE,ID,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459615733: 2018181563,M,W,H,NO CONTRIBUTING CHARACTERISTICS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,ADAM 700 REG II PATROL,7/8/2016 0:00,2,3121259,10097931,7,15.04,78757,1,TRAVIS COUNTY
197940,2018181095,1/18/2018 0:00,1700,MANOR RD / ROGGE LN,ID,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,208208747: 2018181095,M,B,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,MINOR INJURY,IDA 500 REG I PATROL,7/8/2016 0:00,2,3133403,10084476,1,-,78723,1,TRAVIS COUNTY
197942,2018181095,1/18/2018 0:00,1700,MANOR RD / ROGGE LN,ID,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,208208747: 2018181095,M,B,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,MINOR INJURY,IDA 500 REG I PATROL,10/28/2016 0:00,1,3133403,10084476,1,-,78723,1,TRAVIS COUNTY
197948,2018181563,1/18/2018 0:00,2243,928 SUGAREE AVE,ID,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459615733: 2018181563,M,W,H,NO CONTRIBUTING CHARACTERISTICS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,IDA 800 REG I PATROL,3/22/2014 0:00,4,3121259,10097931,7,15.04,78757,1,TRAVIS COUNTY
197949,2018181563,1/18/2018 0:00,2214,928 SUGAREE AVE,ID,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",3,459615733: 2018181563,M,W,H,NO CONTRIBUTING CHARACTERISTICS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,IDA 700 REG I PATROL,10/28/2016 0:00,1,3121259,10097931,7,15.04,78757,1,TRAVIS COUNTY
198082,2018181027,1/18/2018 0:00,1619,MANOR RD / ROGGE LN,ID,4-DISPATCHED CALL [non MV Stop],TO RESTRAIN FOR SUBJECTS SAFETY,3,380830102: 2018181027,M,B,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,IDA 400 REG I PATROL,11/30/2012 0:00,5,3133403,10084476,1,-,78723,1,TRAVIS COUNTY
198038,2018181563,1/18/2018 0:00,1043,928 SUGAREE AVE,ID,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459615733: 2018181563,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,,IDA 800 REG I PATROL,3/20/2015 0:00,3,3121259,10097931,7,15.04,78757,1,TRAVIS COUNTY
197978,2018180684,1/18/2018 0:00,1218,700 BEDFORD ST,CH,1-TRAFFIC STOP [Motor Vehicle Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459120867: 2018180684,M,U,N,NO CONTRIBUTING CHARACTERISTICS,PREPARATORY RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,CHARLIE 100 REG III PATROL,12/22/2017 0:00,0,3125685,10071721,1,8.02,78702,1,TRAVIS COUNTY
197915,2018171086,1/17/2018 0:00,,3600 GOODWIN AVE,CH,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,169148779: 2018171086,M,W,H,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE; AGGRESSIVE RESISTANCE; PREPARATORY RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,CHARLIE 500 REG III PATROL,12/22/2017 0:00,0,3128731,10071240,3,8.01,78702,1,TRAVIS COUNTY
197917,2018171086,1/17/2018 0:00,,3600 GOODWIN AVE,CH,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,169148779: 2018171086,M,W,H,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE; AGGRESSIVE RESISTANCE; PREPARATORY RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,CHARLIE 500 REG III PATROL,7/8/2016 0:00,2,3128731,10071240,3,8.01,78702,1,TRAVIS COUNTY
